Date,Carrier,Type,Departure Airport,Departure City,Destination Airport,Destination City,dep_lat,dep_lon,dest_lat,dest_lon,Full Route,pair_key,tilt
2025-04-01,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Eugene F Kranz Toledo Express (KTOL),"Toledo, OH",26.2234764,-97.6623631,41.5892503,-83.8037492999999,,Eugene F Kranz Toledo Express (KTOL)|Valley Intl (KHRL),90
2025-04-01,GlobalX,A320,Eugene F Kranz Toledo Express (KTOL),"Toledo, OH",Richmond Intl (KRIC),"Richmond, VA",41.5892503,-83.8037492999999,37.5105562,-77.3266991,,Eugene F Kranz Toledo Express (KTOL)|Richmond Intl (KRIC),90
2025-04-01,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",William P Hobby (KHOU),"Houston, TX",26.2234764,-97.6623631,29.6459141,-95.2768950999999,,Valley Intl (KHRL)|William P Hobby (KHOU),90
2025-04-01,GlobalX,A320,Charlotte/Douglas Intl (KCLT),"Charlotte, NC",Columbus (KCSG),"Columbus, GA",35.2162994,-80.9539428,32.5173373,-84.9357844,,Charlotte/Douglas Intl (KCLT)|Columbus (KCSG),-90
2025-04-01,GlobalX,A320,William P Hobby (KHOU),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",29.6459141,-95.2768950999999,26.2234764,-97.6623631,,Valley Intl (KHRL)|William P Hobby (KHOU),-90
2025-04-01,GlobalX,A320,Columbus (KCSG),"Columbus, GA",Valley Intl (KHRL),"Harlingen, TX",32.5173373,-84.9357844,26.2234764,-97.6623631,,Columbus (KCSG)|Valley Intl (KHRL),-90
2025-04-01,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Charlotte/Douglas Intl (KCLT),"Charlotte, NC",26.2234764,-97.6623631,35.2162994,-80.9539428,,Charlotte/Douglas Intl (KCLT)|Valley Intl (KHRL),90
2025-04-01,GlobalX,A320,Kansas City Intl (KMCI),"Kansas City, MO",Valley Intl (KHRL),"Harlingen, TX",39.3014091,-94.7104536,26.2234764,-97.6623631,,Kansas City Intl (KMCI)|Valley Intl (KHRL),-90
2025-04-01,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Alexandria Intl (KAEX),"Alexandria, LA",26.2234764,-97.6623631,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Valley Intl (KHRL),90
2025-04-01,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Gary/Chicago Intl (KGYY),"Gary, IN",31.3274006,-92.5451921,41.6177392,-87.408428,,Alexandria Intl (KAEX)|Gary/Chicago Intl (KGYY),90
2025-04-01,GlobalX,A320,Gary/Chicago Intl (KGYY),"Gary, IN",Kansas City Intl (KMCI),"Kansas City, MO",41.6177392,-87.408428,39.3014091,-94.7104536,,Gary/Chicago Intl (KGYY)|Kansas City Intl (KMCI),-90
2025-04-01,Eastern Air Express,B738,Harry Reid Intl (KLAS),"Las Vegas, NV",San Diego Intl (KSAN),"San Diego, CA",36.0830907,-115.1482238,32.7328907,-117.1897122,,Harry Reid Intl (KLAS)|San Diego Intl (KSAN),-90
2025-04-01,Eastern Air Express,B738,San Diego Intl (KSAN),"San Diego, CA",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",32.7328907,-117.1897122,33.3089787,-111.6559353,,Phoenix-Mesa Gateway (KIWA)|San Diego Intl (KSAN),90
2025-04-01,Eastern Air Express,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Denver Intl (KDEN),"Denver, CO",33.3089787,-111.6559353,39.8563486,-104.6764061,,Denver Intl (KDEN)|Phoenix-Mesa Gateway (KIWA),90
2025-04-01,Eastern Air Express,B738,Denver Intl (KDEN),"Denver, CO",Harry Reid Intl (KLAS),"Las Vegas, NV",39.8563486,-104.6764061,36.0830907,-115.1482238,,Denver Intl (KDEN)|Harry Reid Intl (KLAS),-90
2025-04-01,Eastern Air Express,B733,El Paso Intl (KELP),"El Paso, TX",Valley Intl (KHRL),"Harlingen, TX",31.8058228,-106.3705379,26.2234764,-97.6623631,,El Paso Intl (KELP)|Valley Intl (KHRL),90
2025-04-01,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",San Diego Intl (KSAN),"San Diego, CA",26.2234764,-97.6623631,32.7328907,-117.1897122,,San Diego Intl (KSAN)|Valley Intl (KHRL),-90
2025-04-01,Eastern Air Express,B733,San Diego Intl (KSAN),"San Diego, CA",El Paso Intl (KELP),"El Paso, TX",32.7328907,-117.1897122,31.8058228,-106.3705379,,El Paso Intl (KELP)|San Diego Intl (KSAN),90
2025-03-31,US Coast Guard,Unknown,Conroe/North Houston Rgnl (KCXO),"Houston, TX",El Paso Intl (KELP),"El Paso, TX",30.3496944999999,-95.4139893,31.8058228,-106.3705379,,Conroe/North Houston Rgnl (KCXO)|El Paso Intl (KELP),-90
2025-03-31,US Coast Guard,Unknown,El Paso Intl (KELP),"El Paso, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.8058228,-106.3705379,30.3496944999999,-95.4139893,,Conroe/North Houston Rgnl (KCXO)|El Paso Intl (KELP),90
2025-03-31,Eastern Air Express,B737,Houston Bush Int'ctl (KIAH),"Houston, TX",San Antonio Intl (KSAT),"San Antonio, TX",29.9553767,-95.3268721,29.5331282,-98.4705422,,Houston Bush Int'ctl (KIAH)|San Antonio Intl (KSAT),-90
2025-03-31,Eastern Air Express,B737,San Antonio Intl (KSAT),"San Antonio, TX",Miami Intl (KMIA),"Miami, FL",29.5331282,-98.4705422,25.7923496,-80.2823059,,Miami Intl (KMIA)|San Antonio Intl (KSAT),90
2025-03-31,Eastern Air Express,B737,Miami Intl (KMIA),"Miami, FL",Houston Bush Int'ctl (KIAH),"Houston, TX",25.7923496,-80.2823059,29.9553767,-95.3268721,,Houston Bush Int'ctl (KIAH)|Miami Intl (KMIA),-90
2025-03-31,GlobalX,A321,Jacksonville Intl (KJAX),"Jacksonville, FL",Columbus (KCSG),"Columbus, GA",30.4943308,-81.6871496999999,32.5173373,-84.9357844,,Columbus (KCSG)|Jacksonville Intl (KJAX),-90
2025-03-31,GlobalX,A321,Columbus (KCSG),"Columbus, GA",Alexandria Intl (KAEX),"Alexandria, LA",32.5173373,-84.9357844,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Columbus (KCSG),-90
2025-03-31,GlobalX,A321,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Jacksonville Intl (KJAX),"Jacksonville, FL",33.3089787,-111.6559353,30.4943308,-81.6871496999999,,Jacksonville Intl (KJAX)|Phoenix-Mesa Gateway (KIWA),90
2025-03-31,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,,Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-03-31,GlobalX,A321,Valley Intl (KHRL),"Harlingen, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.2234764,-97.6623631,33.3089787,-111.6559353,,Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),-90
2025-03-31,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Columbus (KCSG),"Columbus, GA",31.3274006,-92.5451921,32.5173373,-84.9357844,,Alexandria Intl (KAEX)|Columbus (KCSG),90
2025-03-31,GlobalX,A320,Columbus (KCSG),"Columbus, GA",El Paso Intl (KELP),"El Paso, TX",32.5173373,-84.9357844,31.8058228,-106.3705379,,Columbus (KCSG)|El Paso Intl (KELP),-90
2025-03-31,GlobalX,A320,El Paso Intl (KELP),"El Paso, TX",Valley Intl (KHRL),"Harlingen, TX",31.8058228,-106.3705379,26.2234764,-97.6623631,,El Paso Intl (KELP)|Valley Intl (KHRL),90
2025-03-31,GlobalX,A320,Gary/Chicago Intl (KGYY),"Gary, IN",Denver Intl (KDEN),"Denver, CO",41.6177392,-87.408428,39.8563486,-104.6764061,,Denver Intl (KDEN)|Gary/Chicago Intl (KGYY),-90
2025-03-31,GlobalX,A320,Denver Intl (KDEN),"Denver, CO",Alexandria Intl (KAEX),"Alexandria, LA",39.8563486,-104.6764061,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Denver Intl (KDEN),90
2025-03-31,GlobalX,A320,Brownsville Intl (KBRO),"Brownsville, TX",Gary/Chicago Intl (KGYY),"Gary, IN",25.916041,-97.4188842,41.6177392,-87.408428,,Brownsville Intl (KBRO)|Gary/Chicago Intl (KGYY),90
2025-03-31,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,,Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-03-31,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Alexandria Intl (KAEX),"Alexandria, LA",26.2234764,-97.6623631,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Valley Intl (KHRL),90
2025-03-31,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Columbus (KCSG),"Columbus, GA",31.3274006,-92.5451921,32.5173373,-84.9357844,,Alexandria Intl (KAEX)|Columbus (KCSG),90
2025-03-31,GlobalX,A320,Columbus (KCSG),"Columbus, GA",Valley Intl (KHRL),"Harlingen, TX",32.5173373,-84.9357844,26.2234764,-97.6623631,,Columbus (KCSG)|Valley Intl (KHRL),-90
2025-03-31,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Alexandria Intl (KAEX),"Alexandria, LA",26.2234764,-97.6623631,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Valley Intl (KHRL),90
2025-03-31,GlobalX,A320,Newark Liberty Intl (KEWR),"Newark, NJ",Alexandria Intl (KAEX),"Alexandria, LA",40.6884837,-74.1768635999999,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Newark Liberty Intl (KEWR),-90
2025-03-31,GlobalX,A320,Brownsville Intl (KBRO),"Brownsville, TX",Houston Bush Int'ctl (KIAH),"Houston, TX",25.916041,-97.4188842,29.9553767,-95.3268721,,Brownsville Intl (KBRO)|Houston Bush Int'ctl (KIAH),90
2025-03-31,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,,Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-03-31,GlobalX,A320,Houston Bush Int'ctl (KIAH),"Houston, TX",Newark Liberty Intl (KEWR),"Newark, NJ",29.9553767,-95.3268721,40.6884837,-74.1768635999999,,Houston Bush Int'ctl (KIAH)|Newark Liberty Intl (KEWR),90
2025-03-30,GlobalX,A321,El Paso Intl (KELP),"El Paso, TX",Mc Allen Miller Intl (KMFE),"Mission, TX",31.8058228,-106.3705379,26.1770587,-98.2391389,,El Paso Intl (KELP)|Mc Allen Miller Intl (KMFE),90
2025-03-30,GlobalX,A321,Mc Allen Miller Intl (KMFE),"Mission, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.1770587,-98.2391389,33.3089787,-111.6559353,,Mc Allen Miller Intl (KMFE)|Phoenix-Mesa Gateway (KIWA),-90
2025-03-30,GlobalX,A321,Mc Allen Miller Intl (KMFE),"Mission, TX",San Diego Intl (KSAN),"San Diego, CA",26.1770587,-98.2391389,32.7328907,-117.1897122,,Mc Allen Miller Intl (KMFE)|San Diego Intl (KSAN),-90
2025-03-30,GlobalX,A321,San Diego Intl (KSAN),"San Diego, CA",El Paso Intl (KELP),"El Paso, TX",32.7328907,-117.1897122,31.8058228,-106.3705379,,El Paso Intl (KELP)|San Diego Intl (KSAN),90
2025-03-30,GlobalX,A320,San Diego Intl (KSAN),"San Diego, CA",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",32.7328907,-117.1897122,33.3089787,-111.6559353,,Phoenix-Mesa Gateway (KIWA)|San Diego Intl (KSAN),90
2025-03-30,GlobalX,A320,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",San Diego Intl (KSAN),"San Diego, CA",33.3089787,-111.6559353,32.7328907,-117.1897122,,Phoenix-Mesa Gateway (KIWA)|San Diego Intl (KSAN),-90
2025-03-30,Eastern Air Express,B738,Miami Intl (KMIA),"Miami, FL",NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",25.7923496,-80.2823059,19.9147787,-75.1497792999999,"Miami, FL → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL",Miami Intl (KMIA)|NAS Guantanamo Bay (NBW / MUGM),90
2025-03-30,Eastern Air Express,B738,Miami Intl (KMIA),"Miami, FL",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",25.7923496,-80.2823059,33.3089787,-111.6559353,"Miami, FL → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL",Miami Intl (KMIA)|Phoenix-Mesa Gateway (KIWA),-90
2025-03-30,Eastern Air Express,B738,NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",Miami Intl (KMIA),"Miami, FL",19.9147787,-75.1497792999999,25.7923496,-80.2823059,"Miami, FL → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL",Miami Intl (KMIA)|NAS Guantanamo Bay (NBW / MUGM),-90
2025-03-30,GlobalX,A321,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Alexandria Intl (KAEX),"Alexandria, LA",41.0997678,-80.6477199999999,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),-90
2025-03-30,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,,Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-03-30,GlobalX,A320,Miami Intl (KMIA),"Miami, FL",Alexandria Intl (KAEX),"Alexandria, LA",25.7923496,-80.2823059,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Miami Intl (KMIA),-90
2025-03-30,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Miami Intl (KMIA),"Miami, FL",31.3274006,-92.5451921,25.7923496,-80.2823059,,Alexandria Intl (KAEX)|Miami Intl (KMIA),90
2025-03-29,GlobalX,A320,Newark Liberty Intl (KEWR),"Newark, NJ",Denver Intl (KDEN),"Denver, CO",40.6884837,-74.1768635999999,39.8563486,-104.6764061,,Denver Intl (KDEN)|Newark Liberty Intl (KEWR),-90
2025-03-29,GlobalX,A320,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Newark Liberty Intl (KEWR),"Newark, NJ",33.3089787,-111.6559353,40.6884837,-74.1768635999999,,Newark Liberty Intl (KEWR)|Phoenix-Mesa Gateway (KIWA),90
2025-03-29,GlobalX,A320,Denver Intl (KDEN),"Denver, CO",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",39.8563486,-104.6764061,33.3089787,-111.6559353,,Denver Intl (KDEN)|Phoenix-Mesa Gateway (KIWA),-90
2025-03-29,US Military,C30J,San Antonio Intl (KSAT),"San Antonio, TX",NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",29.5331282,-98.4705422,19.9147787,-75.1497792999999,"San Antonio, TX → Guantanamo Bay, Cuba",NAS Guantanamo Bay (NBW / MUGM)|San Antonio Intl (KSAT),90
2025-03-29,GlobalX,A320,Laurence G Hanscom Fld (KBED),"Bedford, MA",Buffalo Niagara Intl (KBUF),"Buffalo, NY",42.4615318,-71.2913117,42.9394052,-78.7335011999999,,Buffalo Niagara Intl (KBUF)|Laurence G Hanscom Fld (KBED),-90
2025-03-29,GlobalX,A320,Buffalo Niagara Intl (KBUF),"Buffalo, NY",Alexandria Intl (KAEX),"Alexandria, LA",42.9394052,-78.7335011999999,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Buffalo Niagara Intl (KBUF),-90
2025-03-29,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Newark Liberty Intl (KEWR),"Newark, NJ",31.3274006,-92.5451921,40.6884837,-74.1768635999999,,Alexandria Intl (KAEX)|Newark Liberty Intl (KEWR),90
2025-03-29,GlobalX,A320,Newark Liberty Intl (KEWR),"Newark, NJ",Laurence G Hanscom Fld (KBED),"Bedford, MA",40.6884837,-74.1768635999999,42.4615318,-71.2913117,,Laurence G Hanscom Fld (KBED)|Newark Liberty Intl (KEWR),90
2025-03-29,Eastern Air Express,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",El Paso Intl (KELP),"El Paso, TX",33.3089787,-111.6559353,31.8058228,-106.3705379,,El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),90
2025-03-29,Eastern Air Express,B738,El Paso Intl (KELP),"El Paso, TX",Brownsville Intl (KBRO),"Brownsville, TX",31.8058228,-106.3705379,25.916041,-97.4188842,,Brownsville Intl (KBRO)|El Paso Intl (KELP),90
2025-03-29,GlobalX,A320,Brownsville Intl (KBRO),"Brownsville, TX",Alexandria Intl (KAEX),"Alexandria, LA",25.916041,-97.4188842,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Brownsville Intl (KBRO),90
2025-03-29,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Miami Intl (KMIA),"Miami, FL",31.3274006,-92.5451921,25.7923496,-80.2823059,,Alexandria Intl (KAEX)|Miami Intl (KMIA),90
2025-03-29,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Newark Liberty Intl (KEWR),"Newark, NJ",31.3274006,-92.5451921,40.6884837,-74.1768635999999,,Alexandria Intl (KAEX)|Newark Liberty Intl (KEWR),90
2025-03-29,GlobalX,A320,Miami Intl (KMIA),"Miami, FL",Brownsville Intl (KBRO),"Brownsville, TX",25.7923496,-80.2823059,25.916041,-97.4188842,,Brownsville Intl (KBRO)|Miami Intl (KMIA),-90
2025-03-28,GlobalX,A320,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Salt Lake City Intl (KSLC),"Salt Lake City, UT",33.3089787,-111.6559353,40.7903145,-111.9771441,,Phoenix-Mesa Gateway (KIWA)|Salt Lake City Intl (KSLC),-90
2025-03-28,GlobalX,A320,Salt Lake City Intl (KSLC),"Salt Lake City, UT",Harry Reid Intl (KLAS),"Las Vegas, NV",40.7903145,-111.9771441,36.0830907,-115.1482238,,Harry Reid Intl (KLAS)|Salt Lake City Intl (KSLC),-90
2025-03-28,GlobalX,A320,Harry Reid Intl (KLAS),"Las Vegas, NV",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",36.0830907,-115.1482238,33.3089787,-111.6559353,,Harry Reid Intl (KLAS)|Phoenix-Mesa Gateway (KIWA),90
2025-03-28,GlobalX,A321,Mc Allen Miller Intl (KMFE),"Mission, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.1770587,-98.2391389,33.3089787,-111.6559353,"Alexandria, LA → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL → Miami, FL → Alexandria, LA → Phoenix, AZ",Mc Allen Miller Intl (KMFE)|Phoenix-Mesa Gateway (KIWA),-90
2025-03-28,GlobalX,A321,NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",Miami Intl (KMIA),"Miami, FL",19.9147787,-75.1497792999999,25.7923496,-80.2823059,"Alexandria, LA → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL → Miami, FL → Alexandria, LA → Phoenix, AZ",Miami Intl (KMIA)|NAS Guantanamo Bay (NBW / MUGM),-90
2025-03-28,GlobalX,A321,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Alexandria Intl (KAEX),"Alexandria, LA",33.3089787,-111.6559353,31.3274006,-92.5451921,"Alexandria, LA → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL → Miami, FL → Alexandria, LA → Phoenix, AZ",Alexandria Intl (KAEX)|Phoenix-Mesa Gateway (KIWA),90
2025-03-28,GlobalX,A321,Miami Intl (KMIA),"Miami, FL",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",25.7923496,-80.2823059,33.3089787,-111.6559353,"Alexandria, LA → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL → Miami, FL → Alexandria, LA → Phoenix, AZ",Miami Intl (KMIA)|Phoenix-Mesa Gateway (KIWA),-90
2025-03-28,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",31.3274006,-92.5451921,19.9147787,-75.1497792999999,"Alexandria, LA → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL → Miami, FL → Alexandria, LA → Phoenix, AZ",Alexandria Intl (KAEX)|NAS Guantanamo Bay (NBW / MUGM),90
2025-03-28,GlobalX,A321,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Miami Intl (KMIA),"Miami, FL",33.3089787,-111.6559353,25.7923496,-80.2823059,"Alexandria, LA → Guantanamo Bay, Cuba → Phoenix, AZ → Miami, FL → Miami, FL → Alexandria, LA → Phoenix, AZ",Miami Intl (KMIA)|Phoenix-Mesa Gateway (KIWA),90
2025-03-28,Eastern Air Express,B738,Miami Intl (KMIA),"Miami, FL",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",25.7923496,-80.2823059,33.3089787,-111.6559353,,Miami Intl (KMIA)|Phoenix-Mesa Gateway (KIWA),-90
2025-03-28,Eastern Air Express,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Miami Intl (KMIA),"Miami, FL",33.3089787,-111.6559353,25.7923496,-80.2823059,,Miami Intl (KMIA)|Phoenix-Mesa Gateway (KIWA),90
2025-03-28,Eastern Air Express,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Miami Intl (KMIA),"Miami, FL",33.3089787,-111.6559353,25.7923496,-80.2823059,,Miami Intl (KMIA)|Phoenix-Mesa Gateway (KIWA),90
2025-03-27,US Coast Guard,Unknown,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Abilene Rgnl (KABI),"Abilene, TX",30.3496944999999,-95.4139893,32.4118941,-99.6800464,,Abilene Rgnl (KABI)|Conroe/North Houston Rgnl (KCXO),-90
2025-03-27,US Coast Guard,Unknown,Abilene Rgnl (KABI),"Abilene, TX",El Paso Intl (KELP),"El Paso, TX",32.4118941,-99.6800464,31.8058228,-106.3705379,,Abilene Rgnl (KABI)|El Paso Intl (KELP),-90
2025-03-27,US Coast Guard,Unknown,El Paso Intl (KELP),"El Paso, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.8058228,-106.3705379,30.3496944999999,-95.4139893,,Conroe/North Houston Rgnl (KCXO)|El Paso Intl (KELP),90
2025-03-27,Eastern Air Express,B737,Miami Intl (KMIA),"Miami, FL",Valley Intl (KHRL),"Harlingen, TX",25.7923496,-80.2823059,26.2234764,-97.6623631,,Miami Intl (KMIA)|Valley Intl (KHRL),-90
2025-03-27,Eastern Air Express,B737,Valley Intl (KHRL),"Harlingen, TX",San Antonio Intl (KSAT),"San Antonio, TX",26.2234764,-97.6623631,29.5331282,-98.4705422,,San Antonio Intl (KSAT)|Valley Intl (KHRL),-90
2025-03-27,Eastern Air Express,B737,San Antonio Intl (KSAT),"San Antonio, TX",Alexandria Intl (KAEX),"Alexandria, LA",29.5331282,-98.4705422,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|San Antonio Intl (KSAT),90
2025-03-27,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Miami Intl (KMIA),"Miami, FL",31.3274006,-92.5451921,25.7923496,-80.2823059,,Alexandria Intl (KAEX)|Miami Intl (KMIA),90
2025-03-27,GlobalX,A320,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",El Paso Intl (KELP),"El Paso, TX",33.3089787,-111.6559353,31.8058228,-106.3705379,,El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),90
2025-03-27,GlobalX,A320,El Paso Intl (KELP),"El Paso, TX",Valley Intl (KHRL),"Harlingen, TX",31.8058228,-106.3705379,26.2234764,-97.6623631,,El Paso Intl (KELP)|Valley Intl (KHRL),90
2025-03-27,GlobalX,A321,NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",Mc Allen Miller Intl (KMFE),"Mission, TX",19.9147787,-75.1497792999999,26.1770587,-98.2391389,"Alexandria, LA → Guantanamo Bay, Cuba → Mission, TX → Alexandria, LA",Mc Allen Miller Intl (KMFE)|NAS Guantanamo Bay (NBW / MUGM),-90
2025-03-27,GlobalX,A321,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Alexandria Intl (KAEX),"Alexandria, LA",33.3089787,-111.6559353,31.3274006,-92.5451921,"Alexandria, LA → Guantanamo Bay, Cuba → Mission, TX → Alexandria, LA",Alexandria Intl (KAEX)|Phoenix-Mesa Gateway (KIWA),90
2025-03-27,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",31.3274006,-92.5451921,19.9147787,-75.1497792999999,"Alexandria, LA → Guantanamo Bay, Cuba → Mission, TX → Alexandria, LA",Alexandria Intl (KAEX)|NAS Guantanamo Bay (NBW / MUGM),90
2025-03-27,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Valley Intl (KHRL),"Harlingen, TX",41.0997678,-80.6477199999999,26.2234764,-97.6623631,,Valley Intl (KHRL)|Youngstown/Warren Rgnl (KYNG),-90
2025-03-27,Eastern Air Express,B737,Valley Intl (KHRL),"Harlingen, TX",San Antonio Intl (KSAT),"San Antonio, TX",26.2234764,-97.6623631,29.5331282,-98.4705422,,San Antonio Intl (KSAT)|Valley Intl (KHRL),-90
2025-03-27,Eastern Air Express,B737,San Antonio Intl (KSAT),"San Antonio, TX",Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",29.5331282,-98.4705422,44.8850593,-93.2144354,,Minneapolis/St Paul Intl (KMSP)|San Antonio Intl (KSAT),90
2025-03-27,Eastern Air Express,B737,Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",44.8850593,-93.2144354,41.0997678,-80.6477199999999,,Minneapolis/St Paul Intl (KMSP)|Youngstown/Warren Rgnl (KYNG),90
2025-03-26,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",So California Logistics (KVCV),"Victorville, CA",31.3274006,-92.5451921,34.5839839,-117.3787064,,Alexandria Intl (KAEX)|So California Logistics (KVCV),-90
2025-03-26,GlobalX,A320,So California Logistics (KVCV),"Victorville, CA",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",34.5839839,-117.3787064,33.3089787,-111.6559353,,Phoenix-Mesa Gateway (KIWA)|So California Logistics (KVCV),90
2025-03-26,GlobalX,A320,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Alexandria Intl (KAEX),"Alexandria, LA",33.3089787,-111.6559353,31.3274006,-92.5451921,,Alexandria Intl (KAEX)|Phoenix-Mesa Gateway (KIWA),90
2025-03-26,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.2234764,-97.6623631,33.3089787,-111.6559353,,Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),-90
2025-03-26,GlobalX,A320,Eppley Airfield (KOMA),"Omaha, NE",Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",41.3014753,-95.8945207,44.8850593,-93.2144354,,Eppley Airfield (KOMA)|Minneapolis/St Paul Intl (KMSP),90
